Log file open, 01/13/23 15:36:52
[2023.01.13-22.37.34:659][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Oak_N.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Textures/T_Wood_Oak_N.uasset"
[2023.01.13-22.37.34:694][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_D.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Textures/T_Wood_Pine_D.uasset"
[2023.01.13-22.37.34:702][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_N.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Textures/T_Wood_Pine_N.uasset"
[2023.01.13-22.37.34:719][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset"
[2023.01.13-22.37.34:735][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset"
[2023.01.13-22.37.34:736][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Burst.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Burst.uasset"
[2023.01.13-22.37.34:738][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset"
[2023.01.13-22.37.34:741][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset"
[2023.01.13-22.37.34:743][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset"
[2023.01.13-22.37.34:745][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/m_flare_01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/m_flare_01.uasset"
[2023.01.13-22.37.34:746][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset"
[2023.01.13-22.37.34:748][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset"
[2023.01.13-22.37.34:749][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2023.01.13-22.37.34:750][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2023.01.13-22.37.34:752][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2023.01.13-22.37.34:753][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset"
[2023.01.13-22.37.34:755][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset"
[2023.01.13-22.37.34:764][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset"
[2023.01.13-22.37.34:766][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset"
[2023.01.13-22.37.34:767][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset"
[2023.01.13-22.37.34:768][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/Skybox.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/Skybox.uasset"
[2023.01.13-22.37.34:770][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset"
[2023.01.13-22.37.34:771][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset"
[2023.01.13-22.37.34:776][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Bush.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Bush.uasset"
[2023.01.13-22.37.34:777][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Chair.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Chair.uasset"
[2023.01.13-22.37.34:779][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Door.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Door.uasset"
[2023.01.13-22.37.34:780][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Frame.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Frame.uasset"
[2023.01.13-22.37.34:782][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Lamp.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Lamp.uasset"
[2023.01.13-22.37.34:804][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Rock.uasset"
[2023.01.13-22.37.34:805][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Shelf.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Shelf.uasset"
[2023.01.13-22.37.34:811][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Statue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_Statue.uasset"
[2023.01.13-22.37.34:813][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_StatueGlass.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_StatueGlass.uasset"
[2023.01.13-22.37.34:815][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_TableRound.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Props/Materials/M_TableRound.uasset"
[2023.01.13-22.37.34:881][  0]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_00483224128 wave Collapse01...
[2023.01.13-22.37.34:921][  0]LogAudioDerivedData: Display: Audio clipped during cook: This asset will be normalized by a factor of 1/1.000031. Consider attenuating the above asset.
[2023.01.13-22.37.35:311][  0]LogAudio: Display: Chunk size for SoundWave /Game/StarterContent/Audio/Collapse01.Collapse01: 262144
[2023.01.13-22.37.35:336][  0]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-22.37.38:420][  0]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 2.869368 seconds
[2023.01.13-22.37.38:421][  0]LogSerialization: UsePackageTrailer: 'true'
[2023.01.13-22.37.38:472][  0]LogSavePackage: Moving output files for package: /Game/StarterContent/Audio/Collapse01
[2023.01.13-22.37.38:474][  0]LogSavePackage: Moving '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/Collapse011E5DD3F341A341C0B27AC2881F9F6EB4.tmp' to '../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Collapse01.uasset'
[2023.01.13-22.37.38:486][  0]LogFileHelpers: InternalPromptForCheckoutAndSave took 3.14 sec
[2023.01.13-22.37.38:486][  0]LogFeaturePack: Inserted 1 feature packs
[2023.01.13-22.37.38:486][  0]Cmd: MAP LOAD FILE="../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Maps/sidescroller.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.01.13-22.37.38:486][  0]LightingResults: New page: Lighting Build
[2023.01.13-22.37.38:501][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.13-22.37.38:501][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-22.37.38:501][  0]MapCheck: New page: Map Check
[2023.01.13-22.37.38:501][  0]LightingResults: New page: Lighting Build
[2023.01.13-22.37.38:540][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.13-22.37.38:640][  0]LogUObjectHash: Compacting FUObjectHashTables data took   2.58ms
[2023.01.13-22.37.38:742][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'sidescroller'.
[2023.01.13-22.37.38:742][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-22.37.38:742][  0]LogTurnkeySupport: Turnkey Device: Win64@DESKTOP-PLO1OVK: (Name=DESKTOP-PLO1OVK, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2023.01.13-22.37.38:745][  0]LogAIModule: Creating AISystem for world sidescroller
[2023.01.13-22.37.38:776][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.13-22.37.38:838][  0]LogUObjectHash: Compacting FUObjectHashTables data took   5.59ms
[2023.01.13-22.37.38:838][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.13-22.37.38:839][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.424ms to complete.
[2023.01.13-22.37.38:839][  0]LogFileHelpers: Loading map 'sidescroller' took 0.356
[2023.01.13-22.37.38:875][  0]LogUnrealEdMisc: Total Editor Startup Time, took 48.122
[2023.01.13-22.37.38:875][  0]LogShaderCompilers: Display: ================================================
[2023.01.13-22.37.38:875][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.13-22.37.38:875][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2023.01.13-22.37.38:875][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.01.13-22.37.38:875][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.00%
[2023.01.13-22.37.38:876][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.13-22.37.38:876][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.13-22.37.38:876][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.13-22.37.38:876][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.13-22.37.38:876][  0]LogShaderCompilers: Display: ================================================
[2023.01.13-22.37.39:267][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.39:288][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.39:311][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.39:331][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.39:402][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.13-22.37.39:404][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.01.13-22.37.39:405][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.01.13-22.37.39:407][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.01.13-22.37.39:409][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.01.13-22.37.39:412][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.01.13-22.37.39:413][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.01.13-22.37.39:415][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.01.13-22.37.39:417][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.01.13-22.37.39:419][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.01.13-22.37.40:110][  0]LogSlate: Took 0.000492 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.01.13-22.37.40:122][  0]LogSlate: Took 0.000907 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.01.13-22.37.40:122][  0]LogSlate: Took 0.000500 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.01.13-22.37.40:123][  0]LogSlate: Took 0.000380 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.01.13-22.37.40:221][  0]LogViewport: Scene viewport resized to 1501x585, mode Windowed.
[2023.01.13-22.37.40:318][  0]LogSlate: Took 0.000440 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.01.13-22.37.41:099][  0]LogStall: Startup...
[2023.01.13-22.37.41:103][  0]LogStall: Startup complete.
[2023.01.13-22.37.41:119][  0]LogLoad: (Engine Initialization) Total time: 50.37 seconds
[2023.01.13-22.37.41:119][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.01.13-22.37.41:159][  0]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_00483224128 wave Collapse01...
[2023.01.13-22.37.41:161][  0]LogAudioDerivedData: Display: Audio clipped during cook: This asset will be normalized by a factor of 1/1.000031. Consider attenuating the above asset.
[2023.01.13-22.37.41:859][  0]LogAudio: Display: Chunk size for SoundWave /Game/StarterContent/Audio/Collapse01.Collapse01: 262144
[2023.01.13-22.37.43:630][  0]AssetCheck: New page: Asset Save: Collapse01
[2023.01.13-22.37.43:630][  0]LogContentValidation: Display: Validating /Script/Engine.SoundWave /Game/StarterContent/Audio/Collapse01.Collapse01
[2023.01.13-22.37.43:708][  0]LogAssetRegistry: Asset discovery search completed in 36.8666 seconds
[2023.01.13-22.37.43:724][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000009 seconds (updated 0 objects)
[2023.01.13-22.37.43:726][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.01.13-22.37.47:506][145]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.13-22.37.47:521][145]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.13-22.37.47:521][145]PIE: New page: PIE session: sidescroller (Jan 13, 2023, 8:37:47 AM)
[2023.01.13-22.37.47:529][145]LogOnline: OSS: Created online subsystem instance for: NULL
[2023.01.13-22.37.47:529][145]LogOnline: OSS: TryLoadSubsystemAndSetDefault: Loaded subsystem for module [NULL]
[2023.01.13-22.37.47:529][145]LogPlayLevel: Creating play world package: /Game/Maps/UEDPIE_0_sidescroller
[2023.01.13-22.37.47:532][145]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002591s)
[2023.01.13-22.37.47:532][145]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/sidescroller.sidescroller to /Game/Maps/UEDPIE_0_sidescroller.sidescroller (0.002673s)
[2023.01.13-22.37.47:532][145]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-22.37.47:534][145]LogAIModule: Creating AISystem for world sidescroller
[2023.01.13-22.37.47:537][145]LogPlayLevel: PIE: World Init took: (0.002581s)
[2023.01.13-22.37.47:570][145]LogUObjectHash: Compacting FUObjectHashTables data took   1.32ms
[2023.01.13-22.37.47:571][145]LogAudio: Display: Creating Audio Device:                 Id: 2, Scope: Unique, Realtime: True
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-22.37.47:571][145]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-22.37.47:571][145]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-22.37.47:572][145]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-22.37.47:572][145]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-22.37.47:572][145]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-22.37.47:575][145]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-22.37.47:618][145]LogAudioMixer: Display: Using Audio Hardware Device Headphones (PLT BB PRO 2 Stereo)
[2023.01.13-22.37.47:619][145]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.13-22.37.47:619][145]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.13-22.37.47:619][145]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.13-22.37.47:621][145]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=2
[2023.01.13-22.37.47:621][145]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=2
[2023.01.13-22.37.47:624][145]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2023.01.13-22.37.47:624][145]LogInit: FAudioDevice initialized.
[2023.01.13-22.37.47:624][145]LogAudio: Display: Audio Device (ID: 2) registered with world 'sidescroller'.
[2023.01.13-22.37.47:625][145]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2023.01.13-22.37.47:634][145]LogLinker: Warning: [AssetLog] C:\Users\Brandon-PC\Documents\Unreal Projects\TommyAton\Content\Blueprints\StartBlueprint.uasset: Failed to load '/Game/Characters/CharBlueprint': Can't find file.
[2023.01.13-22.37.47:634][145]LogLinker: Warning: [AssetLog] C:\Users\Brandon-PC\Documents\Unreal Projects\TommyAton\Content\Blueprints\StartBlueprint.uasset: VerifyImport: Failed to load package for import object 'Package /Game/Characters/CharBlueprint'
[2023.01.13-22.37.47:644][145]LogLoad: Game class is 'StartBlueprint_C'
[2023.01.13-22.37.47:647][145]LogWorld: Bringing World /Game/Maps/UEDPIE_0_sidescroller.sidescroller up for play (max tick rate 0) at 2023.01.13-15.37.47
[2023.01.13-22.37.47:647][145]LogWorld: Bringing up level for play took: 0.002657
[2023.01.13-22.37.47:651][145]LogOnline: OSS: Created online subsystem instance for: :Context_1
[2023.01.13-22.37.47:701][145]PIE: Server logged in
[2023.01.13-22.37.47:703][145]PIE: Play in editor total start time 0.185 seconds.
[2023.01.13-22.37.51:516][301]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.51:516][301]LogWorld: BeginTearingDown for /Game/Maps/UEDPIE_0_sidescroller
[2023.01.13-22.37.51:516][301]LogWorld: UWorld::CleanupWorld for sidescroller, bSessionEnded=true, bCleanupResources=true
[2023.01.13-22.37.51:516][301]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-22.37.51:520][301]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.13-22.37.51:526][301]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-22.37.51:559][301]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.13-22.37.51:560][301]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2023.01.13-22.37.51:562][301]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2023.01.13-22.37.51:571][301]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-22.37.51:576][301]LogUObjectHash: Compacting FUObjectHashTables data took   1.92ms
[2023.01.13-22.37.51:613][302]LogPlayLevel: Display: Destroying online subsystem :Context_1
[2023.01.13-22.38.08:110][942]LogEditorClassViewer: Warning: Class /Script/InteractiveToolsFramework.GizmoActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-22.38.08:110][942]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewGeometryActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-22.38.08:110][942]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewMeshActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-22.38.25:129][484]LogSlate: Window 'Project Settings' being destroyed
[2023.01.13-22.38.25:139][484]LogSlate: Window 'Project Settings' being destroyed
[2023.01.13-22.38.37:654][ 89]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.01.13-22.38.37:666][ 89]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.13-22.38.37:666][ 89]PIE: New page: PIE session: sidescroller (Jan 13, 2023, 8:38:37 AM)
[2023.01.13-22.38.37:666][ 89]LogPlayLevel: Creating play world package: /Game/Maps/UEDPIE_0_sidescroller
[2023.01.13-22.38.37:670][ 89]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002636s)
[2023.01.13-22.38.37:670][ 89]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Maps/sidescroller.sidescroller to /Game/Maps/UEDPIE_0_sidescroller.sidescroller (0.002696s)
[2023.01.13-22.38.37:670][ 89]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-22.38.37:672][ 89]LogAIModule: Creating AISystem for world sidescroller
[2023.01.13-22.38.37:672][ 89]LogPlayLevel: PIE: World Init took: (0.002746s)
[2023.01.13-22.38.37:720][ 89]LogUObjectHash: Compacting FUObjectHashTables data took   1.62ms
[2023.01.13-22.38.37:721][ 89]LogAudio: Display: Creating Audio Device:                 Id: 3, Scope: Unique, Realtime: True
[2023.01.13-22.38.37:721][ 89]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-22.38.37:721][ 89]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-22.38.37:722][ 89]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-22.38.37:722][ 89]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-22.38.37:722][ 89]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-22.38.37:722][ 89]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-22.38.37:722][ 89]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-22.38.37:722][ 89]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-22.38.37:723][ 89]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-22.38.37:723][ 89]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-22.38.37:723][ 89]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-22.38.37:727][ 89]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-22.38.37:772][ 89]LogAudioMixer: Display: Using Audio Hardware Device Headphones (PLT BB PRO 2 Stereo)
[2023.01.13-22.38.37:775][ 89]LogAudioMixer: Display: Initializing Sound Submixes...
